# All selected users with their review requirements (ADJUSTED TO 30K)
# Format: USER_ID\tCATEGORIES (category:reviews, ...)
======================================================================
AE22CFXT3QZKUQJORVTGL3VQXAAA	Clothing_Shoes_and_Jewelry:1, Video_Games:2
AGWWMCAFBXYBCZI7DIY7JEZVNOJA	Digital_Music:10
AGWXHH2DQWVMVZA3GHAFJQ7ROGQA	All_Beauty:15
AGX2NNH2M3RNS5SODCZMONPR2PAA	Appliances:3
AGX4UDMYNT2C3MQJZHO4H4EEU62Q	Video_Games:1
AGX6CCINOSB7GSFALPUXPEOXISRQ	Digital_Music:8
AGXCV25HDW4JXI5QQSJTIZUHPRHQ	Video_Games:5, Software:5
AGXIW74L35OJWXCD2TXJ5RJ4HTVQ	Video_Games:3, Software:2
AGXKXDUDDGKW5QOCULFXTEE74ILA	Digital_Music:9
AGXMWJK3YL4SV5FJ27JEJZPZHRBA	All_Beauty:11, Health_and_Personal_Care:5
AGXNCNBUJ32EJ6S5UUAVM5W2DASQ	Digital_Music:8
AGXNNDGBBN7K2RJQQW7UBR347SZA	Health_and_Personal_Care:12, Video_Games:3
AGXR73WV7QMAUVHZ3IAZIX6WKIOA	Digital_Music:9
AGXRAH3MP553GB3M2E3FDZUXKU6A	Video_Games:1
AGXV7K5ERYEU62FMGJYNGDLP4U2Q	Video_Games:2
AGXXDF3CHTH3HRK353L3TAUFSGKQ	Video_Games:1
AGXZ6ELCUJSWJGZ4JINSX25LWMPQ	Video_Games:5, Software:5
AGY5HQSNTLDTDJRG533ZDFUAHMRQ	Video_Games:5, Appliances:5
AGY75VW27W3IBXAPSTUQ3LYDZZ5A	Appliances:10
AGY7FULKC4A4FQ4HGXG36ZT22CSQ	Video_Games:5, Software:5
AGYCVIK3SVOSMQUAVYHKPWG73MAA	Digital_Music:9
AGYHNZCTJTIQLUP63CHWHN7U57TA	Video_Games:1
AGYHWZKQFBYQWQVDZKBVFLOOIL6A	Video_Games:3, Software:4
AGYK2UU2UWVGBJ3XI6MNYVRYEQ7Q	Video_Games:5, Software:5
AGYMGKGMERA3SMZBVQFY2AWBDHWQ	Video_Games:5, Software:5
AGYMMYUZX5KIKSZTDKA5YQJZSUGA	Video_Games:5, Software:5
AGYMY37JMRZJADPWR2UBP2OXBNDA	Digital_Music:4
AGYN3OAJ4EGPY5AXNOGGXXSC2MKQ	Appliances:15
AGYOR6X6FLD45H4IANS34DNMLW3Q	Appliances:3
AGYOWCLXKMDD7G5GXG6OYD3HOFLA	Video_Games:1, Software:1
AGYRMITUSD6IEQMJDPHYMA7CJI2Q	All_Beauty:11, Health_and_Personal_Care:13
AGYRWWN3FOSA3BHWP2JEGSEJTNYQ	Video_Games:1
AGYS2NKKUUGAXSSY5BMMCDJNBJCA	Video_Games:5, Software:5
AGYSABJOPUEUZQ4XODJZNBNVVHTQ	Health_and_Personal_Care:5, Video_Games:5
AGYVC7KVHP2AWM7BDCEYNHFA6F3Q	All_Beauty:11, Health_and_Personal_Care:5
AGYVL67YMSKRB64AN4PJ7GR3DQNQ	Digital_Music:9
AGYVRNPGEFRKTYG57JBMCJHR32NQ	Appliances:15
AGYVWNRNQBFZCJ5DCLXPA6VJOQJA	Video_Games:5, Software:5
AGYX4VHFGHCBWDXKZFXADYKPT7OQ	Video_Games:1, Software:4
AGYXWYAM5CISFBK3VO3IAZ2BJ4ZA	Appliances:10
AGZ2R2KQNYWGJ7BKVZ5C5MQENJ2A	Video_Games:5, Software:5
AGZ2RZABPU564GFRBUZFQ2JTKMNQ	Video_Games:1
AGZ2YQKUMCCOZ3CX3JEPGVSD7FEA	Software:1
AGZ5JF75GJSGCSJUDQR4NMZNMOOA	Appliances:15
AGZ5RFKC7DY6TKLNNP3QLJFKFHBQ	Video_Games:5, Software:5
AGZ6ODSZNL2UGCXVCVCPR2ZYLZVQ	Video_Games:5, Software:5
AGZD5I23A4REFNBEZFIUNNXTZZGQ	Software:4
AGZDU4AAFCVSWHY3IFL7PFVHZU3Q	Digital_Music:9
AGZDWC7LR7MYXA7XSI5AKW4L6HAA	Appliances:1
AGZFUODXLLPHWZHBZFBTTIMZBTVQ	Software:1
AGZKLDUDYELPMHACIWTGAYSQHSSA	All_Beauty:15
AGZNFQHGMTPC2YB5KDNVGMSAALMQ	Video_Games:1
AGZOBQWNPZ3SZHAQKD4YM7Y4EW6A	Digital_Music:9
AGZPKEM3TOWIXCV2SYPHLW5G6XUQ	Video_Games:1
AGZQ6EX4S7L6BV3PI3EBYZL2JZ6Q	Video_Games:5, Software:5
AGZQCAEVNGOIFZOWH5WP7S3UNOSA	Video_Games:1
AGZSVAUBE6CACLDJU757NBJO3I4A	Appliances:12
AGZUJTI7A3JFKB4FP5JOH6NVAJIQ_1	All_Beauty:11, Health_and_Personal_Care:5
AGZVIQ5KZDZLWTH2IX7N5GZPQFHA	Video_Games:5, Software:5
AGZWHY4S2TZUXVV5FPYHEMBNCGKA	Video_Games:5, Software:5
AGZXUG3LITMBXWPYA5E45MEVV6MA	Appliances:12
AGZYMSCZZ5SPWHX5AVWTP64TY7AA	All_Beauty:11, Health_and_Personal_Care:5
AGZYNKTWTUPP4ZLJ77LH7TFL6Y5A	Video_Games:5, Software:5
AGZZXSMMS4WRHHJRBUJZI4FZDHKQ	All_Beauty:11, Video_Games:4, Software:4
AH22SQRTDJRJWSP327FKEPVUA3FQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH235MLJ643BTNSUO6IFLWK3EUZA	Appliances:1
AH2376LQNF6GZLNF5HIA7HJZBP6Q	Clothing_Shoes_and_Jewelry:1, Software:5
AH23OXTW7BKRZ3YB6JBQGFB3SMIQ	All_Beauty:15
AH24X3SHPB6BNWS3Q64AJO7EXRRA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH256D5PKQOL2T766Q7XP53IKFZQ	Clothing_Shoes_and_Jewelry:2, Video_Games:3
AH257E4LXEN4U6QCGINRMQ6SH53A	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH25CETLHVVT2Z7JR744AVOTF4RQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH25KZPVYZTS7RYASUSZ6UQ5L6XA	Clothing_Shoes_and_Jewelry:4, Video_Games:3
AH25SPVVBV5GEWR3US7J5KJLI4WQ	Video_Games:5, Software:5
AH25VPUH2A7HAZH4Y54VKGJOLWOQ	Appliances:10
AH2BBAGFSHV3QZBN4HACSEDH72OA	Clothing_Shoes_and_Jewelry:1, Software:5
AH2BPJ5TJYYLZ3CFT54HLMWRXJCQ	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH2C2OAE2Q2GOAMSCXS3QV6S52MQ	Clothing_Shoes_and_Jewelry:1, Health_and_Personal_Care:4
AH2CMWLTISGJMO52YV6DQTZWR3MQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH2CO26ZUECNAJGQ3L2U4LCKQ7RA	Clothing_Shoes_and_Jewelry:1, Software:5
AH2D5GLZ5UZY5VAB3PLLP4HSYHAQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH2DGCN2JNQIGMENTBNCF46QZV2Q	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH2DL6IDBMC3UU6A6WKPAMFBY73A	Clothing_Shoes_and_Jewelry:1, Software:4
AH2DN3Q2OKAW7JAFRIYPHOUOM2ZQ	All_Beauty:12, Clothing_Shoes_and_Jewelry:4, Health_and_Personal_Care:12
AH2EECDRXN75JPNY2LAG46XFJVFQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH2ENAH2MUCHWBSJHZIP6GGXB4GA	Clothing_Shoes_and_Jewelry:1, Video_Games:5, Software:5
AH2EQ77GOAWOJBFU2UDRSKVTM5SA	Clothing_Shoes_and_Jewelry:1, Software:5
AH2ERSW2UDELPDG2ODYALWUCNUKA	Clothing_Shoes_and_Jewelry:1, Software:5
AH2EWZ7VDN53WI4VG6HOSKFTLOUQ	Video_Games:5, Software:5
AH2F3XTCFGL5CGRINTVNSM6CFLMA	Appliances:10
AH2F65U3OHUK6OA6B32UYGNLFRXQ	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH2FEFQOVLI6GKPS2YBAWRMYVJ3Q	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH2FY6PMPRUFGY4CLK4ER356Q2JQ	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH2GH5IC7T5GNFLALZ7MPQUF5KDA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH2GM5DDEKJLYPXLW3NAWNY2YXTQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH2H4ALBY5JAHGPOJSKYUVHAL6ZA	Clothing_Shoes_and_Jewelry:1, Software:5
AH2H5YLUY2GFWMJ6QKZEFXITWFSA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH2HT6SO37BPQ4EKOTAZ7A6WDWZA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH2I7R7Y4CICTBW7OZVUGNZYAKSQ	Video_Games:1, Software:4
AH2INFXFMSZT5SATCW322IZIACGA	Software:1
AH2K26C3GUQPMAMAEWIUWGMBVCYA	Clothing_Shoes_and_Jewelry:1, Software:5
AH2LAIUMBPEO62BJU63KTMWGNIWA	Clothing_Shoes_and_Jewelry:1, Software:5
AH2LCBO5YBMSUHIMBORB4TJX4MKA	Clothing_Shoes_and_Jewelry:3, Software:4
AH2LIW7DZ7B74THCMDUCVTV3EHAA	Clothing_Shoes_and_Jewelry:1, Software:5
AH2LPKKI6ORC2GNKBTTEQNXODIUA	Clothing_Shoes_and_Jewelry:4, Video_Games:3
AH2LTMRG3MQNGRZYPPCOJF4KPS3A	All_Beauty:10, Clothing_Shoes_and_Jewelry:1
AH2MFDCZXOX7QJH5R4FD6C74YB3A	Video_Games:5, Software:5
AH2MO6H4FPFMYZABTZHOPY5KIVGA	Appliances:15
AH2MRYEAQUDYEKBAHMFTZEFB7GFQ	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH2MSI7L3B4M5M5XOG6VGQFHOYMA	Clothing_Shoes_and_Jewelry:1, Software:5
AH2MTDNQ5W5OYG3A6ZFO5TVFAMTQ	Video_Games:1, Software:3
AH2NJT7D64SMF3UMJMPCAUMJADYQ	Clothing_Shoes_and_Jewelry:1, Video_Games:5, Software:5
AH2NNSLYTLS4Y2BYIA5VMCKIF2QA	Clothing_Shoes_and_Jewelry:1, Appliances:5
AH2NOTIITZ5QCETY55GWXNNLFVKA	Clothing_Shoes_and_Jewelry:1, Software:5
AH2O3RRVQHRIDMO66OUGRPU4RKLA	Clothing_Shoes_and_Jewelry:1, Software:5
AH2OUFJ7GHM46LJQABUVX4DFALMA	Clothing_Shoes_and_Jewelry:1, Software:5
AH2P5ESE4EQJYEEJMNOGCKX5CPAA	Clothing_Shoes_and_Jewelry:1, Software:5
AH2POV5CFE3JJTE6JG3SLMQ2WILQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH2QM7QKV52ICYQT6JLDDVYXBITQ	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH2QQH3GDA45APFIA5E5QEKDOYBA	Clothing_Shoes_and_Jewelry:1, Software:4
AH2RNKFH7OEABYWHMS3C2DZNQSUA	Clothing_Shoes_and_Jewelry:1, Video_Games:5, Software:5
AH2S5NUYNEKVIEDDBT4NCVAL4O3A	Clothing_Shoes_and_Jewelry:4, Software:2
AH2SNW6LRNDOS5UOC2JQXVLK7O5A	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AH2T7KD76L4HIAWAQTP6MZKNCBIA	Clothing_Shoes_and_Jewelry:2, Software:1
AH2TC5GKRGKZ77IDREHHEDSPFMKA	Clothing_Shoes_and_Jewelry:1, Software:5
AH2TF7A2AXRSXVAYTV2CB2OHUYHA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH2TGPJVZTSEHLZG4OYK5AF5W36Q	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH2TJQUBH6GDWALQO3ZQTBKPKYLQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH2UN53KKS62Y3MR4ANV44FICPMQ	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH2UXJ72ZEU65DI2H7BAQPFZOB3Q	Clothing_Shoes_and_Jewelry:1, Software:5
AH2UZUB3PEPUDYUCIRDHH2DXCUSA	Appliances:15
AH2V22JQEIXLPPABAMHDAVTHTWLQ	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH2V7R6GRBYOWH57NG2GTOD3MAHA	Digital_Music:9
AH2VIGROFU3FCDW3OUPHAC4ZDRGQ	Clothing_Shoes_and_Jewelry:1, Software:3
AH2VJR3WWFRQIAJRS2ANJNMW6TCA	Clothing_Shoes_and_Jewelry:2, Software:2
AH2VR2KLP3M3Y3RHHHJR2DFJIQTQ	Clothing_Shoes_and_Jewelry:1, Appliances:5
AH2VZ4KNT3YCD2COV6TBLU35RT7Q	Clothing_Shoes_and_Jewelry:2, Video_Games:1, Software:2
AH2W2RH24EKUGQOYB7MFLZQ5STQQ	Clothing_Shoes_and_Jewelry:1, Software:5, Appliances:5
AH2WQM75QJOO7XPFQG4D4F2DPQCQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH2XKK7XUC2LNOXU7GH3VOEIILLA	Clothing_Shoes_and_Jewelry:1, Appliances:5
AH2XQDFL3P4JTPLPLZ7BYBYBP3FA	Clothing_Shoes_and_Jewelry:2, Video_Games:2
AH2XQIIBUCKHCEMAI4Q5GVNU5YZA	Clothing_Shoes_and_Jewelry:1, Software:5
AH2XRC3UIHOPGOFBX4BYYMOM7KNQ	Clothing_Shoes_and_Jewelry:1, Appliances:5
AH2XZBSDLT2QDYEFM5MQQPWDQDAA	All_Beauty:11, Software:5
AH2Y4L6KUQKR4IXQVNZKTKOJWOBQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH2YROW2MRSUHGVN4SMYAVJXZLBA	Clothing_Shoes_and_Jewelry:1, Software:5
AH2ZI2K6EPKZRLGCLNUOZH46RDAA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH2ZMPIMUOJVCSQA66A4XD7PCRVA	Clothing_Shoes_and_Jewelry:1, Software:5
AH2ZQQT4L3CKJHLQKZOSG5JXWNEA	Clothing_Shoes_and_Jewelry:1, Digital_Music:4, Software:3
AH32ER42LRBNXKA3O5AITKLA74FQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH32IRSY6QVDFNSZI4PI77YRCLJQ	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH32IXTYNI3ZIW4EITGQMAZ2RJYA	Clothing_Shoes_and_Jewelry:1, Software:5
AH32KVO4GT2QOYMRI6AAUGDRSJGQ	Digital_Music:9
AH32UG7E6VC6LCE6TPMPU2FNA4LQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH33GK3YV224OW3XJQPDT5OLRXWQ	Digital_Music:8
AH35PN6MS545IWBYNVWWMYVEBOEA	Clothing_Shoes_and_Jewelry:3, Video_Games:3
AH364QHDJPHKJBK6D2I6FEJO7M6Q	Clothing_Shoes_and_Jewelry:1, Health_and_Personal_Care:5
AH36AM6EQENP2E62FIW2UVBAPZ6A	Clothing_Shoes_and_Jewelry:1, Software:5
AH36MLK7PCQOJHEXBDEYLSTTC4BA	Video_Games:1
AH36SKICKLET4KJI2I42C7IA6DQA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH36XQKLXGM6MCKJ5HWLZDUUKQFA	Clothing_Shoes_and_Jewelry:1, Software:5
AH36ZHXIS7KFNUTZI3F23GJIB6IQ	Software:5, Appliances:5
AH3ASB63X4XFGMK7M5WS6LBUMXFA	Clothing_Shoes_and_Jewelry:3, Software:1
AH3AX45PJEMXYAGIVWDOSX3OL5YQ	Video_Games:5, Software:5
AH3AY66S3LXPG2DYTLDQDKCFE5UA	Appliances:15
AH3AZSIMNGPLKXBO32ZXHWAZ2G2A	Clothing_Shoes_and_Jewelry:1, Software:5
AH3B6JRZUX7GG7O7KF2W6DREJUZQ	Clothing_Shoes_and_Jewelry:4, Video_Games:3
AH3BPETQEITQTAXKTMNSVEW6PZ3A	Digital_Music:4
AH3BXW7KLIS2VAE56UXJS2NS7I5A	All_Beauty:11, Clothing_Shoes_and_Jewelry:1, Health_and_Personal_Care:5
AH3CNDUJDP2OMPWXM47BSOMKMSDA	Clothing_Shoes_and_Jewelry:1, Software:5
AH3CWNIKPJVRG2P5X46UIIVDRDYA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH3D5ZCMYTMSKF2IHEZSYL52ZCVA	Clothing_Shoes_and_Jewelry:1, Software:5
AH3D7N2XXU6RBBHHBEOR655RAIUQ	Clothing_Shoes_and_Jewelry:3, Video_Games:1
AH3F36TKT7XO4UWGMJG5YD7WLUYA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH3FC6V3IUJIN2Y7BCZ7DN3IMMJQ	Digital_Music:9
AH3FLP7BTR6SNP6RWEFQK4VMTCSQ	Clothing_Shoes_and_Jewelry:1, Video_Games:3
AH3FRWOIICT6IFEIMP7AEYOMEGQQ	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH3G5C6ZP6KN3PQQR3REKJO3HTSA	Clothing_Shoes_and_Jewelry:1, Software:5
AH3GA2LI5W47D3YJ76O6EXCC5SIA	Clothing_Shoes_and_Jewelry:1, Software:5
AH3GDE6KTBHFRYEC4S2IWTFV6QRA	Clothing_Shoes_and_Jewelry:1, Software:5
AH3GHB6S6HAEQEWEG7PSU5RSSI3Q	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH3GL4TODFUYBSM7V7ZLXWNRET6A	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH3HGIYI5UWNOWGQAYUKVCF6REEA	Clothing_Shoes_and_Jewelry:4, Video_Games:2
AH3I4WHEPBDECWMA4RI2SSXM7PEA	Clothing_Shoes_and_Jewelry:1, Health_and_Personal_Care:10
AH3IOGBYFRV22EBMDQVHV3422WDQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH3JXYBCDF3YJ7CN2UZZIH3ZAJ7A	Clothing_Shoes_and_Jewelry:1, Video_Games:5, Software:5
AH3JZIFOJKTG6Q6XUCTF4BVJOQMA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH3KEDBPWJGL24RNC6VTJOJGYXSA	Clothing_Shoes_and_Jewelry:1, Software:5
AH3KELIX4WYSP3A3EIT6WX2MVPCQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH3KSKSQ3WOQFA346RJCUCOWWSKA	Video_Games:1
AH3MUCGVVDAUQA4GD2L5ZL6GS7SQ	All_Beauty:10
AH3NGCWUMDDRLHDZEMZGIQWVJS3A	Clothing_Shoes_and_Jewelry:1, Software:5
AH3O2QNV4EP6JSQ4NN7V5ZJP5JFA	Clothing_Shoes_and_Jewelry:1, Software:5
AH3OJBOMJC4VDM7H3WPKDYMOXWNA	Health_and_Personal_Care:21
AH3OYNFDMPZEEI7BXS6RYAJYW7JA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH3PGRLUW7YBFTACMCWITV2PP3WA	Clothing_Shoes_and_Jewelry:3, Software:4
AH3POWPCN3JIW3IUL6H24L536NQQ	All_Beauty:15
AH3PUIOTLQV2LUYZIABNFQRB7YZQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH3QUF6G25H5VUTS3W77FHRYNZ5A	Clothing_Shoes_and_Jewelry:3, Software:4
AH3QVCR3I3GROXO64GEVSSKOZNXQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH3SER2GB4Y3Y4XZNU3WCJOGHMVQ	Clothing_Shoes_and_Jewelry:1, Software:2
AH3TAFWPE5UMDBNGJYXKVWC6LJSA	Clothing_Shoes_and_Jewelry:1, Appliances:5
AH3TEQBUFMEZWIWVCOJO2R7C3AAA	Clothing_Shoes_and_Jewelry:1, Software:5
AH3TSVIK6R4QIAYX76UZRCULGTPA	Clothing_Shoes_and_Jewelry:1, Software:5
AH3UG46GZS66UB4AE5G4HTVVEMYA	Clothing_Shoes_and_Jewelry:1, Software:5
AH3UJFPAO2BNEEUJ5Y45QXKWMJDQ	Video_Games:1, Software:1
AH3UVYACSHM5FFKIRIXHYZDZXRDA	Clothing_Shoes_and_Jewelry:1, Software:5
AH3VKRFX2PMXMDL6SZNY3W5E6OPA	Clothing_Shoes_and_Jewelry:1, Software:5
AH3VMPB2JTWNC5N6FFDFIJQ4IT7A	Clothing_Shoes_and_Jewelry:1, Software:5
AH3VQATEZ3GHR4W3BX57SIVPOE6A	Video_Games:5, Software:5
AH3VSZDRTDHJEYERWIVL7O642DVA	Clothing_Shoes_and_Jewelry:1, Software:5
AH3XFGXRLON43JBO6BK26BR5P7LA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH3YEZYGB7AU3ESVG6AGGXLVXNZQ	Video_Games:1
AH3ZGJ2C2YGXTLL6NLHEKRS23WZQ	Software:1
AH3ZHQMRQQCDGKMKUDJ3A6GTESPQ	Clothing_Shoes_and_Jewelry:4, Video_Games:2
AH3ZNQ6GPWW66B6OWCCYI4V436HA	Clothing_Shoes_and_Jewelry:1, Software:5
AH3ZY6LJPIG4J5FGFAE7PGMFRIBA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH4252UAO2PJIFSEAOTVGBPABOMA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH4262EGVDJCPYBPY42HCV6TEEIA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH43CPQDGSJ3TZMZDSXHSSA2L7TQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH43MR43D3NHY36N677VLMG6VDYA	Clothing_Shoes_and_Jewelry:1, Software:5
AH43TXZ6OXJZ3ITDHE6KRSLY7QEQ	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH43UQLOTGA7NJGEOJ57Y6XY732A	Clothing_Shoes_and_Jewelry:1, Software:2
AH43ZGYVDT5PMVMUDGTO5JZBV2SA	Clothing_Shoes_and_Jewelry:1, Software:5
AH442JBZDHTVHKLQVY4HQWUAJTTQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH44AXOPI4RXJQ3PWX25XQHEM67Q	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH45I6TZ6X72JLEOSOOT3NTMSPLA	Clothing_Shoes_and_Jewelry:1, Software:3
AH463ITPYB4CEUKBKGLKR7V4SWEA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH46R7O5TVB6PW62KBMKD5CTAZ5Q	Digital_Music:9
AH475OLX2D2BIXV6DLDJ4WEYDB5A	Clothing_Shoes_and_Jewelry:1, Software:5
AH4AEE3NLHHQVJRPIC4A53KQZCUQ	Digital_Music:5, Video_Games:5
AH4AIZSXF5K3Z5ZO6446LI5JGJLA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH4BLXMTLUE25JIBL6NBYFQYF5FQ	Video_Games:5, Software:5
AH4BS7O32J73357XPQWEWRPFCBNA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH4BVDBOZV65AZHR5PRBIM7RFVSA	Clothing_Shoes_and_Jewelry:4, Software:1
AH4CB3TUEW7B2KR4DHTM2324Y4MQ	Clothing_Shoes_and_Jewelry:2, Video_Games:1
AH4CMX6XQM7DLQ2PZWE5XMFX5GTQ	Video_Games:5, Software:5
AH4CWAUXKQDISBU5NZIY7YJTZDVA	Appliances:11
AH4DSSCEB7ARUR62EQ7PYOCY3T6A	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH4F2UKNIP4JDJCOH5N4XTWIQJPQ	Clothing_Shoes_and_Jewelry:3, Software:5
AH4FT4E6G4MAWS2VGF26TQYYNYWA	Clothing_Shoes_and_Jewelry:1, Software:5
AH4G4YUNVY27LPNRY5NW7IJV3P7A	Clothing_Shoes_and_Jewelry:1, Software:5
AH4GETIUB2DLCAWSNNTFSZYCDK6A	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH4GQXSXXWASZHZDCWBV5LB5ABNA	Appliances:1
AH4GTU7CWF2KJ2O75RAFMGHFESQA	Clothing_Shoes_and_Jewelry:2, Software:3
AH4HAUJXX3F74O3PHGOT3CP4A7RQ	Clothing_Shoes_and_Jewelry:2, Video_Games:1
AH4HEGPNOOLJ7EHASN4RVH7ZXJSA	Clothing_Shoes_and_Jewelry:2, Video_Games:1
AH4HLJV7GJHNHFAWF2X6BI4AMJIQ	Clothing_Shoes_and_Jewelry:1, Software:5
AH4HZ3R7XJ43KWV7T6QIM6W2LK4Q	Clothing_Shoes_and_Jewelry:1, Software:5
AH4IGXXZLCB73V3MPXZ3UOHHLA7A	Clothing_Shoes_and_Jewelry:2, Video_Games:1
AH4IRPVSP562B476GMLP5GVN4E3A	Clothing_Shoes_and_Jewelry:1, Video_Games:2
AH4J6RP3ZSLYGTO53M6ISA4VARBA	Video_Games:1
AH4JHUHPS2OVERDBL7O6LQYBNJXQ	Clothing_Shoes_and_Jewelry:4, Video_Games:4
AH4JY2G5XOQ6CMIEMFHHPAOSX32Q	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH4JYP6TJSDDBGTPLPXCMII2TUUA	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH4K5TKEA7652TPL7EICCRROMO5Q	Clothing_Shoes_and_Jewelry:1, Video_Games:5
AH4K6Z3343XS3IDCJRVXLHR7XLVA	Clothing_Shoes_and_Jewelry:4, Video_Games:5
AH4KYO4PT7GPXFGHYCSD6PCPHIXQ	Clothing_Shoes_and_Jewelry:5, Software:5
AH4L43IM4A7LIEGKMHEBTPKEBVBQ	Clothing_Shoes_and_Jewelry:4, Software:2
AH4L53MLR7RE2LKX76GHK24QMQDA	All_Beauty:11, Software:5
AH4L6MO6IQYLVRCAQMGUSQG3KQSQ	Clothing_Shoes_and_Jewelry:5, Software:5
AH4LDF6OESZMOHIPXDEJOJ2D63TA	Clothing_Shoes_and_Jewelry:3, Software:1
AH4LDO722YSYRGJIVE2GCMOYVL6Q	Clothing_Shoes_and_Jewelry:1, Video_Games:4
AH4MFP5IAZQV7D27WP4XOYRVQSUA	Clothing_Shoes_and_Jewelry:5, Video_Games:5
AH4MTQFQOW6KGVCRJCDL22PR5NHA	Video_Games:5, Software:5
AH4MUVG6B4Z65NTOXVH5CI6RJMVA	Clothing_Shoes_and_Jewelry:5, Video_Games:5
AH4MZ7ZTIX7KCHZEBN6BOKCYSEBQ	Clothing_Shoes_and_Jewelry:5, Software:5
AH4NGICTBUJPROS35MUF76PCO3RQ	Clothing_Shoes_and_Jewelry:5, Software:5
AH4NQPPYEFNU2N75JPX2QD76WPWA	Clothing_Shoes_and_Jewelry:5, Video_Games:5
AH4OCOTTNTDK2BV4WF3LDONI5AMA	Clothing_Shoes_and_Jewelry:5, Software:5
AH4ORMYRUANUP45LQFPKZ36LQHSQ	Clothing_Shoes_and_Jewelry:5, Video_Games:5
AH4Q74RN2TCIZ2ZITNY52RTDZVQQ	Clothing_Shoes_and_Jewelry:5, Software:5
AH4QPSS57HAQPRDQ54AHOQGC24JQ	Clothing_Shoes_and_Jewelry:5, Video_Games:5
AH4SGKUBQV4LCFPOCWKTSCPYSR5A	Clothing_Shoes_and_Jewelry:3, Video_Games:1
AH4SHME5QM5XDNCMII3ND3FCNOHA	Clothing_Shoes_and_Jewelry:1, Software:3
AH4T7K6KDOYOCCCRCSUYTHYOPQEQ	Clothing_Shoes_and_Jewelry:5, Software:5
AH4TB6XJJKH3WLSX2D56JYJ4Z4ZA	All_Beauty:15
AH4TNESPXGU4ABQVOBASW5PMCYNA	Clothing_Shoes_and_Jewelry:5, Software:5
AH4TPFD7F2G3LX3S4TQOLAC6ISOA	Video_Games:5, Software:5
AH4TWYG3FCAEPNJXS6E7KR247YMQ	Clothing_Shoes_and_Jewelry:5, Video_Games:5
